# equilibrium	function	value  -- ElectromagneticFields 0.8, SymEngine
ABC	A²	1.3570081004945758
ABC	A³	1.3570081004945758
ABC	A¹	1.3570081004945758
ABC	A₁	1.3570081004945758
ABC	A₂	1.3570081004945758
ABC	A₃	1.3570081004945758
ABC	B	2.3504069763391384
ABC	B²	1.3570081004945758
ABC	B³	1.3570081004945758
ABC	B¹	1.3570081004945758
ABC	B₁	1.3570081004945758
ABC	B₁₁	0
ABC	B₁₂	0.67850405024728788
ABC	B₁₃	-0.67850405024728788
ABC	B₂	1.3570081004945758
ABC	B₂₁	-0.67850405024728788
ABC	B₂₂	0
ABC	B₂₃	0.67850405024728788
ABC	B₃	1.3570081004945758
ABC	B₃₁	0.67850405024728788
ABC	B₃₂	-0.67850405024728788
ABC	B₃₃	0
ABC	B₍₁₎	1.3570081004945758
ABC	B₍₂₎	1.3570081004945758
ABC	B₍₃₎	1.3570081004945758
ABC	DF̄₁₁	1
ABC	DF̄₁₂	0
ABC	DF̄₁₃	0
ABC	DF̄₂₁	0
ABC	DF̄₂₂	1
ABC	DF̄₂₃	0
ABC	DF̄₃₁	0
ABC	DF̄₃₂	0
ABC	DF̄₃₃	1
ABC	DF₁₁	1
ABC	DF₁₂	0
ABC	DF₁₃	0
ABC	DF₂₁	0
ABC	DF₂₂	1
ABC	DF₂₃	0
ABC	DF₃₁	0
ABC	DF₃₂	0
ABC	DF₃₃	1
ABC	E²	0
ABC	E³	0
ABC	E¹	0
ABC	E₁	0
ABC	E₂	0
ABC	E₃	0
ABC	J	1
ABC	X	0.5
ABC	Y	0.5
ABC	Z	0.5
ABC	a²	-0.70710678118654746
ABC	a³	0.70710678118654746
ABC	a¹	0
ABC	a₁	0
ABC	a₂	-0.70710678118654746
ABC	a₃	0.70710678118654746
ABC	a₍₁₎	0
ABC	a₍₂₎	-0.70710678118654746
ABC	a₍₃₎	0.70710678118654746
ABC	b²	0.57735026918962573
ABC	b³	0.57735026918962573
ABC	b¹	0.57735026918962573
ABC	b₁	0.57735026918962573
ABC	b₂	0.57735026918962573
ABC	b₃	0.57735026918962573
ABC	b₍₁₎	0.57735026918962573
ABC	b₍₂₎	0.57735026918962573
ABC	b₍₃₎	0.57735026918962573
ABC	c²	-0.40824829046386302
ABC	c³	-0.40824829046386302
ABC	c¹	0.81649658092772603
ABC	c₁	0.81649658092772603
ABC	c₂	-0.40824829046386302
ABC	c₃	-0.40824829046386302
ABC	c₍₁₎	0.81649658092772603
ABC	c₍₂₎	-0.40824829046386302
ABC	c₍₃₎	-0.40824829046386302
ABC	dA₁dx₁	0
ABC	dA₁dx₂	-0.47942553860420301
ABC	dA₁dx₃	0.87758256189037276
ABC	dA₂dx₁	0.87758256189037276
ABC	dA₂dx₂	0
ABC	dA₂dx₃	-0.47942553860420301
ABC	dA₃dx₁	-0.47942553860420301
ABC	dA₃dx₂	0.87758256189037276
ABC	dA₃dx₃	0
ABC	dBdx₁	0.22987606457401025
ABC	dBdx₂	0.22987606457401025
ABC	dBdx₃	0.22987606457401025
ABC	dB₁dx₁	0
ABC	dB₁dx₂	-0.47942553860420301
ABC	dB₁dx₃	0.87758256189037276
ABC	dB₂dx₁	0.87758256189037276
ABC	dB₂dx₂	0
ABC	dB₂dx₃	-0.47942553860420301
ABC	dB₃dx₁	-0.47942553860420301
ABC	dB₃dx₂	0.87758256189037276
ABC	dB₃dx₃	0
ABC	dE₁dx₁	0
ABC	dE₁dx₂	0
ABC	dE₁dx₃	0
ABC	dE₂dx₁	0
ABC	dE₂dx₂	0
ABC	dE₂dx₃	0
ABC	dE₃dx₁	0
ABC	dE₃dx₂	0
ABC	dE₃dx₃	0
ABC	db₁dx₁	-0.056466394585320816
ABC	db₁dx₂	-0.26044193730215248
ABC	db₁dx₃	0.3169083318874733
ABC	db₂dx₁	0.3169083318874733
ABC	db₂dx₂	-0.056466394585320816
ABC	db₂dx₃	-0.26044193730215248
ABC	db₃dx₁	-0.26044193730215248
ABC	db₃dx₂	0.3169083318874733
ABC	db₃dx₃	-0.056466394585320816
ABC	db₍₁₎dx₁	-0.056466394585320816
ABC	db₍₁₎dx₂	-0.26044193730215248
ABC	db₍₁₎dx₃	0.3169083318874733
ABC	db₍₂₎dx₁	0.3169083318874733
ABC	db₍₂₎dx₂	-0.056466394585320816
ABC	db₍₂₎dx₃	-0.26044193730215248
ABC	db₍₃₎dx₁	-0.26044193730215248
ABC	db₍₃₎dx₂	0.3169083318874733
ABC	db₍₃₎dx₃	-0.056466394585320816
ABC	dg²²dx₁	0
ABC	dg²²dx₂	0
ABC	dg²²dx₃	0
ABC	dg²³dx₁	0
ABC	dg²³dx₂	0
ABC	dg²³dx₃	0
ABC	dg²¹dx₁	0
ABC	dg²¹dx₂	0
ABC	dg²¹dx₃	0
ABC	dg³²dx₁	0
ABC	dg³²dx₂	0
ABC	dg³²dx₃	0
ABC	dg³³dx₁	0
ABC	dg³³dx₂	0
ABC	dg³³dx₃	0
ABC	dg³¹dx₁	0
ABC	dg³¹dx₂	0
ABC	dg³¹dx₃	0
ABC	dg¹²dx₁	0
ABC	dg¹²dx₂	0
ABC	dg¹²dx₃	0
ABC	dg¹³dx₁	0
ABC	dg¹³dx₂	0
ABC	dg¹³dx₃	0
ABC	dg¹¹dx₁	0
ABC	dg¹¹dx₂	0
ABC	dg¹¹dx₃	0
ABC	dg₁₁dx₁	0
ABC	dg₁₁dx₂	0
ABC	dg₁₁dx₃	0
ABC	dg₁₂dx₁	0
ABC	dg₁₂dx₂	0
ABC	dg₁₂dx₃	0
ABC	dg₁₃dx₁	0
ABC	dg₁₃dx₂	0
ABC	dg₁₃dx₃	0
ABC	dg₂₁dx₁	0
ABC	dg₂₁dx₂	0
ABC	dg₂₁dx₃	0
ABC	dg₂₂dx₁	0
ABC	dg₂₂dx₂	0
ABC	dg₂₂dx₃	0
ABC	dg₂₃dx₁	0
ABC	dg₂₃dx₂	0
ABC	dg₂₃dx₃	0
ABC	dg₃₁dx₁	0
ABC	dg₃₁dx₂	0
ABC	dg₃₁dx₃	0
ABC	dg₃₂dx₁	0
ABC	dg₃₂dx₂	0
ABC	dg₃₂dx₃	0
ABC	dg₃₃dx₁	0
ABC	dg₃₃dx₂	0
ABC	dg₃₃dx₃	0
ABC	d²A₁dx₁dx₁	0
ABC	d²A₁dx₁dx₂	0
ABC	d²A₁dx₁dx₃	0
ABC	d²A₁dx₂dx₁	0
ABC	d²A₁dx₂dx₂	-0.87758256189037276
ABC	d²A₁dx₂dx₃	0
ABC	d²A₁dx₃dx₁	0
ABC	d²A₁dx₃dx₂	0
ABC	d²A₁dx₃dx₃	-0.47942553860420301
ABC	d²A₂dx₁dx₁	-0.47942553860420301
ABC	d²A₂dx₁dx₂	0
ABC	d²A₂dx₁dx₃	0
ABC	d²A₂dx₂dx₁	0
ABC	d²A₂dx₂dx₂	0
ABC	d²A₂dx₂dx₃	0
ABC	d²A₂dx₃dx₁	0
ABC	d²A₂dx₃dx₂	0
ABC	d²A₂dx₃dx₃	-0.87758256189037276
ABC	d²A₃dx₁dx₁	-0.87758256189037276
ABC	d²A₃dx₁dx₂	0
ABC	d²A₃dx₁dx₃	0
ABC	d²A₃dx₂dx₁	0
ABC	d²A₃dx₂dx₂	-0.47942553860420301
ABC	d²A₃dx₂dx₃	0
ABC	d²A₃dx₃dx₁	0
ABC	d²A₃dx₃dx₂	0
ABC	d²A₃dx₃dx₃	0
ABC	d²Bdx₁dx₁	-0.38049325026462621
ABC	d²Bdx₁dx₂	-0.20148787092420994
ABC	d²Bdx₁dx₃	-0.20148787092420994
ABC	d²Bdx₂dx₁	-0.20148787092420994
ABC	d²Bdx₂dx₂	-0.38049325026462621
ABC	d²Bdx₂dx₃	-0.20148787092420994
ABC	d²Bdx₃dx₁	-0.20148787092420994
ABC	d²Bdx₃dx₂	-0.20148787092420994
ABC	d²Bdx₃dx₃	-0.38049325026462621
ABC	d²b₁dx₁dx₁	0.10450889061928487
ABC	d²b₁dx₁dx₂	0.080487642602302845
ABC	d²b₁dx₁dx₃	0.024021248016982029
ABC	d²b₁dx₂dx₁	0.080487642602302845
ABC	d²b₁dx₂dx₂	-0.22896713277688296
ABC	d²b₁dx₂dx₃	0.043970599555295184
ABC	d²b₁dx₃dx₁	0.024021248016982029
ABC	d²b₁dx₃dx₂	0.043970599555295191
ABC	d²b₁dx₃dx₃	-0.17250073819156209
ABC	d²b₂dx₁dx₁	-0.17250073819156209
ABC	d²b₂dx₁dx₂	0.024021248016982029
ABC	d²b₂dx₁dx₃	0.043970599555295184
ABC	d²b₂dx₂dx₁	0.024021248016982029
ABC	d²b₂dx₂dx₂	0.10450889061928487
ABC	d²b₂dx₂dx₃	0.080487642602302845
ABC	d²b₂dx₃dx₁	0.043970599555295184
ABC	d²b₂dx₃dx₂	0.080487642602302845
ABC	d²b₂dx₃dx₃	-0.22896713277688294
ABC	d²b₃dx₁dx₁	-0.22896713277688294
ABC	d²b₃dx₁dx₂	0.043970599555295184
ABC	d²b₃dx₁dx₃	0.080487642602302845
ABC	d²b₃dx₂dx₁	0.043970599555295184
ABC	d²b₃dx₂dx₂	-0.17250073819156209
ABC	d²b₃dx₂dx₃	0.024021248016982029
ABC	d²b₃dx₃dx₁	0.080487642602302845
ABC	d²b₃dx₃dx₂	0.024021248016982029
ABC	d²b₃dx₃dx₃	0.10450889061928487
ABC	d²g²²dx₁dx₁	0
ABC	d²g²²dx₁dx₂	0
ABC	d²g²²dx₁dx₃	0
ABC	d²g²²dx₂dx₁	0
ABC	d²g²²dx₂dx₂	0
ABC	d²g²²dx₂dx₃	0
ABC	d²g²²dx₃dx₁	0
ABC	d²g²²dx₃dx₂	0
ABC	d²g²²dx₃dx₃	0
ABC	d²g²³dx₁dx₁	0
ABC	d²g²³dx₁dx₂	0
ABC	d²g²³dx₁dx₃	0
ABC	d²g²³dx₂dx₁	0
ABC	d²g²³dx₂dx₂	0
ABC	d²g²³dx₂dx₃	0
ABC	d²g²³dx₃dx₁	0
ABC	d²g²³dx₃dx₂	0
ABC	d²g²³dx₃dx₃	0
ABC	d²g²¹dx₁dx₁	0
ABC	d²g²¹dx₁dx₂	0
ABC	d²g²¹dx₁dx₃	0
ABC	d²g²¹dx₂dx₁	0
ABC	d²g²¹dx₂dx₂	0
ABC	d²g²¹dx₂dx₃	0
ABC	d²g²¹dx₃dx₁	0
ABC	d²g²¹dx₃dx₂	0
ABC	d²g²¹dx₃dx₃	0
ABC	d²g³²dx₁dx₁	0
ABC	d²g³²dx₁dx₂	0
ABC	d²g³²dx₁dx₃	0
ABC	d²g³²dx₂dx₁	0
ABC	d²g³²dx₂dx₂	0
ABC	d²g³²dx₂dx₃	0
ABC	d²g³²dx₃dx₁	0
ABC	d²g³²dx₃dx₂	0
ABC	d²g³²dx₃dx₃	0
ABC	d²g³³dx₁dx₁	0
ABC	d²g³³dx₁dx₂	0
ABC	d²g³³dx₁dx₃	0
ABC	d²g³³dx₂dx₁	0
ABC	d²g³³dx₂dx₂	0
ABC	d²g³³dx₂dx₃	0
ABC	d²g³³dx₃dx₁	0
ABC	d²g³³dx₃dx₂	0
ABC	d²g³³dx₃dx₃	0
ABC	d²g³¹dx₁dx₁	0
ABC	d²g³¹dx₁dx₂	0
ABC	d²g³¹dx₁dx₃	0
ABC	d²g³¹dx₂dx₁	0
ABC	d²g³¹dx₂dx₂	0
ABC	d²g³¹dx₂dx₃	0
ABC	d²g³¹dx₃dx₁	0
ABC	d²g³¹dx₃dx₂	0
ABC	d²g³¹dx₃dx₃	0
ABC	d²g¹²dx₁dx₁	0
ABC	d²g¹²dx₁dx₂	0
ABC	d²g¹²dx₁dx₃	0
ABC	d²g¹²dx₂dx₁	0
ABC	d²g¹²dx₂dx₂	0
ABC	d²g¹²dx₂dx₃	0
ABC	d²g¹²dx₃dx₁	0
ABC	d²g¹²dx₃dx₂	0
ABC	d²g¹²dx₃dx₃	0
ABC	d²g¹³dx₁dx₁	0
ABC	d²g¹³dx₁dx₂	0
ABC	d²g¹³dx₁dx₃	0
ABC	d²g¹³dx₂dx₁	0
ABC	d²g¹³dx₂dx₂	0
ABC	d²g¹³dx₂dx₃	0
ABC	d²g¹³dx₃dx₁	0
ABC	d²g¹³dx₃dx₂	0
ABC	d²g¹³dx₃dx₃	0
ABC	d²g¹¹dx₁dx₁	0
ABC	d²g¹¹dx₁dx₂	0
ABC	d²g¹¹dx₁dx₃	0
ABC	d²g¹¹dx₂dx₁	0
ABC	d²g¹¹dx₂dx₂	0
ABC	d²g¹¹dx₂dx₃	0
ABC	d²g¹¹dx₃dx₁	0
ABC	d²g¹¹dx₃dx₂	0
ABC	d²g¹¹dx₃dx₃	0
ABC	d²g₁₁dx₁dx₁	0
ABC	d²g₁₁dx₁dx₂	0
ABC	d²g₁₁dx₁dx₃	0
ABC	d²g₁₁dx₂dx₁	0
ABC	d²g₁₁dx₂dx₂	0
ABC	d²g₁₁dx₂dx₃	0
ABC	d²g₁₁dx₃dx₁	0
ABC	d²g₁₁dx₃dx₂	0
ABC	d²g₁₁dx₃dx₃	0
ABC	d²g₁₂dx₁dx₁	0
ABC	d²g₁₂dx₁dx₂	0
ABC	d²g₁₂dx₁dx₃	0
ABC	d²g₁₂dx₂dx₁	0
ABC	d²g₁₂dx₂dx₂	0
ABC	d²g₁₂dx₂dx₃	0
ABC	d²g₁₂dx₃dx₁	0
ABC	d²g₁₂dx₃dx₂	0
ABC	d²g₁₂dx₃dx₃	0
ABC	d²g₁₃dx₁dx₁	0
ABC	d²g₁₃dx₁dx₂	0
ABC	d²g₁₃dx₁dx₃	0
ABC	d²g₁₃dx₂dx₁	0
ABC	d²g₁₃dx₂dx₂	0
ABC	d²g₁₃dx₂dx₃	0
ABC	d²g₁₃dx₃dx₁	0
ABC	d²g₁₃dx₃dx₂	0
ABC	d²g₁₃dx₃dx₃	0
ABC	d²g₂₁dx₁dx₁	0
ABC	d²g₂₁dx₁dx₂	0
ABC	d²g₂₁dx₁dx₃	0
ABC	d²g₂₁dx₂dx₁	0
ABC	d²g₂₁dx₂dx₂	0
ABC	d²g₂₁dx₂dx₃	0
ABC	d²g₂₁dx₃dx₁	0
ABC	d²g₂₁dx₃dx₂	0
ABC	d²g₂₁dx₃dx₃	0
ABC	d²g₂₂dx₁dx₁	0
ABC	d²g₂₂dx₁dx₂	0
ABC	d²g₂₂dx₁dx₃	0
ABC	d²g₂₂dx₂dx₁	0
ABC	d²g₂₂dx₂dx₂	0
ABC	d²g₂₂dx₂dx₃	0
ABC	d²g₂₂dx₃dx₁	0
ABC	d²g₂₂dx₃dx₂	0
ABC	d²g₂₂dx₃dx₃	0
ABC	d²g₂₃dx₁dx₁	0
ABC	d²g₂₃dx₁dx₂	0
ABC	d²g₂₃dx₁dx₃	0
ABC	d²g₂₃dx₂dx₁	0
ABC	d²g₂₃dx₂dx₂	0
ABC	d²g₂₃dx₂dx₃	0
ABC	d²g₂₃dx₃dx₁	0
ABC	d²g₂₃dx₃dx₂	0
ABC	d²g₂₃dx₃dx₃	0
ABC	d²g₃₁dx₁dx₁	0
ABC	d²g₃₁dx₁dx₂	0
ABC	d²g₃₁dx₁dx₃	0
ABC	d²g₃₁dx₂dx₁	0
ABC	d²g₃₁dx₂dx₂	0
ABC	d²g₃₁dx₂dx₃	0
ABC	d²g₃₁dx₃dx₁	0
ABC	d²g₃₁dx₃dx₂	0
ABC	d²g₃₁dx₃dx₃	0
ABC	d²g₃₂dx₁dx₁	0
ABC	d²g₃₂dx₁dx₂	0
ABC	d²g₃₂dx₁dx₃	0
ABC	d²g₃₂dx₂dx₁	0
ABC	d²g₃₂dx₂dx₂	0
ABC	d²g₃₂dx₂dx₃	0
ABC	d²g₃₂dx₃dx₁	0
ABC	d²g₃₂dx₃dx₂	0
ABC	d²g₃₂dx₃dx₃	0
ABC	d²g₃₃dx₁dx₁	0
ABC	d²g₃₃dx₁dx₂	0
ABC	d²g₃₃dx₁dx₃	0
ABC	d²g₃₃dx₂dx₁	0
ABC	d²g₃₃dx₂dx₂	0
ABC	d²g₃₃dx₂dx₃	0
ABC	d²g₃₃dx₃dx₁	0
ABC	d²g₃₃dx₃dx₂	0
ABC	d²g₃₃dx₃dx₃	0
ABC	g²²	1
ABC	g²³	0
ABC	g²¹	0
ABC	g³²	0
ABC	g³³	1
ABC	g³¹	0
ABC	g¹²	0
ABC	g¹³	0
ABC	g¹¹	1
ABC	g₁₁	1
ABC	g₁₂	0
ABC	g₁₃	0
ABC	g₂₁	0
ABC	g₂₂	1
ABC	g₂₃	0
ABC	g₃₁	0
ABC	g₃₂	0
ABC	g₃₃	1
ABC	maxx²	Inf
ABC	maxx³	Inf
ABC	maxx¹	Inf
ABC	minx²	-Inf
ABC	minx³	-Inf
ABC	minx¹	-Inf
ABC	orientation	1
ABC	x²	0.5
ABC	x³	0.5
ABC	x¹	0.5
ABC	ξ²	0.5
ABC	ξ³	0.5
ABC	ξ¹	0.5
ABC	φ	0
TokamakCartesian	A²	0.1381583509747431
TokamakCartesian	A³	-0.2290726829685388
TokamakCartesian	A¹	0.12061388300841897
TokamakCartesian	A₁	0.12061388300841897
TokamakCartesian	A₂	0.1381583509747431
TokamakCartesian	A₃	-0.2290726829685388
TokamakCartesian	B	0.67732727243420676
TokamakCartesian	B²	0.55000000000000004
TokamakCartesian	B³	0.18377223398316211
TokamakCartesian	B¹	-0.34999999999999998
TokamakCartesian	B₁	-0.34999999999999998
TokamakCartesian	B₁₁	0
TokamakCartesian	B₁₂	0.091886116991581057
TokamakCartesian	B₁₃	-0.27500000000000002
TokamakCartesian	B₂	0.55000000000000004
TokamakCartesian	B₂₁	-0.091886116991581057
TokamakCartesian	B₂₂	0
TokamakCartesian	B₂₃	-0.17499999999999999
TokamakCartesian	B₃	0.18377223398316211
TokamakCartesian	B₃₁	0.27500000000000002
TokamakCartesian	B₃₂	0.17499999999999999
TokamakCartesian	B₃₃	0
TokamakCartesian	B₍₁₎	-0.34999999999999998
TokamakCartesian	B₍₂₎	0.55000000000000004
TokamakCartesian	B₍₃₎	0.18377223398316211
TokamakCartesian	DF̄₁₁	1
TokamakCartesian	DF̄₁₂	0
TokamakCartesian	DF̄₁₃	0
TokamakCartesian	DF̄₂₁	0
TokamakCartesian	DF̄₂₂	1
TokamakCartesian	DF̄₂₃	0
TokamakCartesian	DF̄₃₁	0
TokamakCartesian	DF̄₃₂	0
TokamakCartesian	DF̄₃₃	1
TokamakCartesian	DF₁₁	1
TokamakCartesian	DF₁₂	0
TokamakCartesian	DF₁₃	0
TokamakCartesian	DF₂₁	0
TokamakCartesian	DF₂₂	1
TokamakCartesian	DF₂₃	0
TokamakCartesian	DF₃₁	0
TokamakCartesian	DF₃₂	0
TokamakCartesian	DF₃₃	1
TokamakCartesian	E²	0
TokamakCartesian	E³	0
TokamakCartesian	E¹	0
TokamakCartesian	E₁	0
TokamakCartesian	E₂	0
TokamakCartesian	E₃	0
TokamakCartesian	J	1
TokamakCartesian	R	1.5811388300841898
TokamakCartesian	R²	2.5
TokamakCartesian	X	1.5
TokamakCartesian	Y	0.5
TokamakCartesian	Z	0.5
TokamakCartesian	a²	-0.31690886660131767
TokamakCartesian	a³	0.94845599279537918
TokamakCartesian	a¹	0
TokamakCartesian	a₁	0
TokamakCartesian	a₂	-0.31690886660131767
TokamakCartesian	a₃	0.94845599279537918
TokamakCartesian	a₍₁₎	0
TokamakCartesian	a₍₂₎	-0.31690886660131767
TokamakCartesian	a₍₃₎	0.94845599279537918
TokamakCartesian	b²	0.81201514007163378
TokamakCartesian	b³	0.27131970239838987
TokamakCartesian	b¹	-0.51673690731831234
TokamakCartesian	b₁	-0.51673690731831234
TokamakCartesian	b₂	0.81201514007163378
TokamakCartesian	b₃	0.27131970239838987
TokamakCartesian	b₍₁₎	-0.51673690731831234
TokamakCartesian	b₍₂₎	0.81201514007163378
TokamakCartesian	b₍₃₎	0.27131970239838987
TokamakCartesian	c²	0.49010221644460378
TokamakCartesian	c³	0.16375850762931651
TokamakCartesian	c¹	0.85614424521520083
TokamakCartesian	c₁	0.85614424521520083
TokamakCartesian	c₂	0.49010221644460378
TokamakCartesian	c₃	0.16375850762931651
TokamakCartesian	c₍₁₎	0.85614424521520083
TokamakCartesian	c₍₂₎	0.49010221644460378
TokamakCartesian	c₍₃₎	0.16375850762931651
TokamakCartesian	dA₁dx₁	-0.099868329805051392
TokamakCartesian	dA₁dx₂	-0.12539501058484587
TokamakCartesian	dA₁dx₃	0.25
TokamakCartesian	dA₂dx₁	0.058377223398316247
TokamakCartesian	dA₂dx₂	0.09986832980505142
TokamakCartesian	dA₂dx₃	0.25
TokamakCartesian	dA₃dx₁	-0.30000000000000004
TokamakCartesian	dA₃dx₂	-0.10000000000000001
TokamakCartesian	dA₃dx₃	0
TokamakCartesian	dBdx₁	-0.32500045274100725
TokamakCartesian	dBdx₂	-0.10833348424700243
TokamakCartesian	dBdx₃	0.073819558188330345
TokamakCartesian	dB₁dx₁	0.32000000000000006
TokamakCartesian	dB₁dx₂	-0.26000000000000001
TokamakCartesian	dB₁dx₃	-0.30000000000000004
TokamakCartesian	dB₂dx₁	-0.26000000000000012
TokamakCartesian	dB₂dx₂	-0.32000000000000006
TokamakCartesian	dB₂dx₃	-0.10000000000000001
TokamakCartesian	dB₃dx₁	0.18973665961010264
TokamakCartesian	dB₃dx₂	0.063245553203367499
TokamakCartesian	dB₃dx₃	-1.3877787807814457e-17
TokamakCartesian	dE₁dx₁	0
TokamakCartesian	dE₁dx₂	0
TokamakCartesian	dE₁dx₃	0
TokamakCartesian	dE₂dx₁	0
TokamakCartesian	dE₂dx₂	0
TokamakCartesian	dE₂dx₃	0
TokamakCartesian	dE₃dx₁	0
TokamakCartesian	dE₃dx₂	0
TokamakCartesian	dE₃dx₃	0
TokamakCartesian	db₁dx₁	0.22450044072059899
TokamakCartesian	db₁dx₂	-0.46650994647422289
TokamakCartesian	db₁dx₃	-0.38659997974257521
TokamakCartesian	db₂dx₁	0.0057657329252346345
TokamakCartesian	db₂dx₂	-0.34256936057046339
TokamakCartesian	db₂dx₃	-0.23613783969972871
TokamakCartesian	db₃dx₁	0.41031226267967891
TokamakCartesian	db₃dx₂	0.1367707542265596
TokamakCartesian	db₃dx₃	-0.029570196526796357
TokamakCartesian	db₍₁₎dx₁	0.22450044072059899
TokamakCartesian	db₍₁₎dx₂	-0.46650994647422289
TokamakCartesian	db₍₁₎dx₃	-0.38659997974257521
TokamakCartesian	db₍₂₎dx₁	0.0057657329252346345
TokamakCartesian	db₍₂₎dx₂	-0.34256936057046339
TokamakCartesian	db₍₂₎dx₃	-0.23613783969972871
TokamakCartesian	db₍₃₎dx₁	0.41031226267967869
TokamakCartesian	db₍₃₎dx₂	0.1367707542265596
TokamakCartesian	db₍₃₎dx₃	-0.029570196526796336
TokamakCartesian	dg²²dx₁	0
TokamakCartesian	dg²²dx₂	0
TokamakCartesian	dg²²dx₃	0
TokamakCartesian	dg²³dx₁	0
TokamakCartesian	dg²³dx₂	0
TokamakCartesian	dg²³dx₃	0
TokamakCartesian	dg²¹dx₁	0
TokamakCartesian	dg²¹dx₂	0
TokamakCartesian	dg²¹dx₃	0
TokamakCartesian	dg³²dx₁	0
TokamakCartesian	dg³²dx₂	0
TokamakCartesian	dg³²dx₃	0
TokamakCartesian	dg³³dx₁	0
TokamakCartesian	dg³³dx₂	0
TokamakCartesian	dg³³dx₃	0
TokamakCartesian	dg³¹dx₁	0
TokamakCartesian	dg³¹dx₂	0
TokamakCartesian	dg³¹dx₃	0
TokamakCartesian	dg¹²dx₁	0
TokamakCartesian	dg¹²dx₂	0
TokamakCartesian	dg¹²dx₃	0
TokamakCartesian	dg¹³dx₁	0
TokamakCartesian	dg¹³dx₂	0
TokamakCartesian	dg¹³dx₃	0
TokamakCartesian	dg¹¹dx₁	0
TokamakCartesian	dg¹¹dx₂	0
TokamakCartesian	dg¹¹dx₃	0
TokamakCartesian	dg₁₁dx₁	0
TokamakCartesian	dg₁₁dx₂	0
TokamakCartesian	dg₁₁dx₃	0
TokamakCartesian	dg₁₂dx₁	0
TokamakCartesian	dg₁₂dx₂	0
TokamakCartesian	dg₁₂dx₃	0
TokamakCartesian	dg₁₃dx₁	0
TokamakCartesian	dg₁₃dx₂	0
TokamakCartesian	dg₁₃dx₃	0
TokamakCartesian	dg₂₁dx₁	0
TokamakCartesian	dg₂₁dx₂	0
TokamakCartesian	dg₂₁dx₃	0
TokamakCartesian	dg₂₂dx₁	0
TokamakCartesian	dg₂₂dx₂	0
TokamakCartesian	dg₂₂dx₃	0
TokamakCartesian	dg₂₃dx₁	0
TokamakCartesian	dg₂₃dx₂	0
TokamakCartesian	dg₂₃dx₃	0
TokamakCartesian	dg₃₁dx₁	0
TokamakCartesian	dg₃₁dx₂	0
TokamakCartesian	dg₃₁dx₃	0
TokamakCartesian	dg₃₂dx₁	0
TokamakCartesian	dg₃₂dx₂	0
TokamakCartesian	dg₃₂dx₃	0
TokamakCartesian	dg₃₃dx₁	0
TokamakCartesian	dg₃₃dx₂	0
TokamakCartesian	dg₃₃dx₃	0
TokamakCartesian	d²A₁dx₁dx₁	0.049517440445724911
TokamakCartesian	d²A₁dx₁dx₂	0.061184338272928018
TokamakCartesian	d²A₁dx₁dx₃	-0.10000000000000003
TokamakCartesian	d²A₁dx₂dx₁	0.061184338272928018
TokamakCartesian	d²A₁dx₂dx₂	-0.11276299364909248
TokamakCartesian	d²A₁dx₂dx₃	-0.20000000000000001
TokamakCartesian	d²A₁dx₃dx₁	-0.10000000000000003
TokamakCartesian	d²A₁dx₃dx₂	-0.20000000000000001
TokamakCartesian	d²A₁dx₃dx₃	-0.10000000000000001
TokamakCartesian	d²A₂dx₁dx₁	0.25092099788303057
TokamakCartesian	d²A₂dx₁dx₂	-0.049517440445724994
TokamakCartesian	d²A₂dx₁dx₃	-0.20000000000000004
TokamakCartesian	d²A₂dx₂dx₁	-0.049517440445724994
TokamakCartesian	d²A₂dx₂dx₂	-0.061184338272928074
TokamakCartesian	d²A₂dx₂dx₃	0.099999999999999992
TokamakCartesian	d²A₂dx₃dx₁	-0.20000000000000004
TokamakCartesian	d²A₂dx₃dx₂	0.099999999999999992
TokamakCartesian	d²A₂dx₃dx₃	0.30000000000000004
TokamakCartesian	d²A₃dx₁dx₁	0.16000000000000009
TokamakCartesian	d²A₃dx₁dx₂	0.12000000000000002
TokamakCartesian	d²A₃dx₁dx₃	0
TokamakCartesian	d²A₃dx₂dx₁	0.12000000000000002
TokamakCartesian	d²A₃dx₂dx₂	-0.16
TokamakCartesian	d²A₃dx₂dx₃	0
TokamakCartesian	d²A₃dx₃dx₁	0
TokamakCartesian	d²A₃dx₃dx₂	0
TokamakCartesian	d²A₃dx₃dx₃	0
TokamakCartesian	d²Bdx₁dx₁	0.49142752524371114
TokamakCartesian	d²Bdx₁dx₂	0.23603149791257208
TokamakCartesian	d²Bdx₁dx₃	-0.053162793871037138
TokamakCartesian	d²Bdx₂dx₁	0.23603149791257208
TokamakCartesian	d²Bdx₂dx₂	-0.13798980252314741
TokamakCartesian	d²Bdx₂dx₃	-0.017720931290345698
TokamakCartesian	d²Bdx₃dx₁	-0.053162793871037152
TokamakCartesian	d²Bdx₃dx₂	-0.017720931290345698
TokamakCartesian	d²Bdx₃dx₃	0.13959377789274541
TokamakCartesian	d²b₁dx₁dx₁	-0.13012287305105275
TokamakCartesian	d²b₁dx₁dx₂	0.26378851801564129
TokamakCartesian	d²b₁dx₁dx₃	-0.014304561290705925
TokamakCartesian	d²b₁dx₂dx₁	0.26378851801564129
TokamakCartesian	d²b₁dx₂dx₂	0.46597604019925531
TokamakCartesian	d²b₁dx₂dx₃	0.1526570393695838
